
Symbol,Last,Net Chng,Bid,Ask
.CIVI221216P60,1.82,+.22,1.40,2.15
.CIVI221216P65,3.50,-.70,2.75,4.00
.CIVI221216P70,5.60,0,6.20,8.50
.CIVI221216P75,9.90,0,10.00,11.90
.CIVI221216P80,14.18,0,14.70,15.90
.CIVI221216P95,0,0,28.10,32.00
.CIVI221216P100,32.50,0,33.10,37.00
.CIVI221118P50,.26,0,0,2.60
.CIVI221118P55,.05,0,0,1.30
.CIVI221118P60,.15,0,0,2.60
.CIVI221118P65,.05,-.30,0,.90
.CIVI221118P70,3.40,-.11,2.00,4.30
.CIVI221118P75,8.46,0,6.20,8.70
.CHX230421P12.5,.75,0,0,.65
.CHX230421P15,.55,0,0,1.45
.CHX230421P17.5,2.21,0,.40,.85
.CHX230421P20,4.00,0,.60,3.20
.CHX230421P22.5,1.15,0,.90,1.35
.CHX230421P25,1.75,0,1.35,1.95
.CHX230421P27.5,2.40,0,2.00,2.65
.CHX230120P7.5,.12,0,0,.50
.CHX230120P15,.20,0,0,.55
.CHX230120P17.5,.30,0,0,.35
.CHX230120P20,.30,0,0,1.25
.CHX230120P22.5,.60,0,.25,.80
.CHX230120P25,.80,0,.50,.90
.CHX230120P27.5,1.02,0,.85,1.25
.CHX230120P30,1.95,0,1.55,2.05
.CHX230120P32.5,3.03,+.23,2.70,3.30
.CHX221216P10,.05,0,0,.50
.CHX221216P12.5,.13,0,0,.50
.CHX221216P15,.15,0,0,.50
.CHX221216P17.5,.25,0,0,.25
.CHX221216P20,.30,0,0,2.25
.CHX221216P22.5,.15,-.05,0,.70
.CHX221216P25,1.15,0,.15,.50
.CHX221216P27.5,.65,0,.40,.65
.CHX221216P30,1.22,0,.90,1.25
.CHX221216P32.5,1.91,0,2.05,2.40
.CHX221216P35,3.90,0,3.30,4.20
.CHX221118P15,.06,0,0,.35
.CHX221118P17.5,.04,0,0,.50
.CHX221118P20,.13,0,0,.50
.CHX221118P22.5,.15,0,0,.35
.CHX221118P25,.30,0,0,.05
.CHX221118P27.5,.09,0,0,.05
.CHX221118P30,.22,0,0,.40
.CHX221118P32.5,.75,0,.55,1.50
.CHRD231215P60,1.90,0,0,2.00
.CHRD231215P65,2.40,0,0,2.50
.CHRD231215P75,4.64,0,1.25,5.20
.CHRD231215P85,5.51,0,2.45,6.10
.CHRD231215P90,4.85,0,3.00,7.40
.CHRD231215P95,7.40,0,4.00,8.50
.CHRD231215P100,7.70,+.60,6.50,9.70
.CHRD231215P105,8.30,0,6.00,11.00
.CHRD231215P110,10.50,+.70,8.20,12.50
.CHRD231215P115,20.00,0,9.50,14.50
.CHRD231215P140,25.00,0,20.00,24.50
.CHRD231215P150,40.03,0,25.00,29.50
.CHRD231215P155,29.10,0,27.50,32.50
.CHRD231215P160,34.60,0,30.50,35.50
.CHRD231215P165,37.30,0,33.50,38.50
.CHRD231215P170,44.30,0,37.00,41.50
.CHRD231215P220,77.83,0,73.00,78.00
.CHRD230616P100,3.40,0,1.35,6.00
.CHRD230616P105,5.40,0,2.20,7.00
.CHRD230616P110,6.60,0,3.30,8.00
.CHRD230616P115,5.70,0,4.40,9.00
.CHRD230616P120,9.30,0,6.00,10.50
.CHRD230616P155,20.70,0,20.40,25.00
.CHRD230317P110,4.70,0,1.00,5.20
.CHRD230317P115,5.90,0,1.50,5.90
.CHRD230317P120,4.80,+.70,2.60,7.00
.CHRD230317P125,5.80,0,3.50,8.00
.CHRD230317P130,7.00,-.10,5.10,9.50
.CHRD230317P135,7.70,0,6.70,11.00
.CHRD230317P145,9.20,0,10.30,14.90
.CHRD230317P150,12.76,0,12.70,17.00
.CHRD230317P155,19.50,0,15.40,19.50
.CHRD230317P160,18.90,0,18.00,22.40
.CHRD230317P180,32.91,0,31.00,35.90
.CHRD230317P185,70.53,0,35.10,39.50
.CHRD230120P135,3.00,0,3.80,4.80
.CHRD230120P140,5.00,0,4.90,8.00
.CHRD230120P145,7.47,0,6.30,9.50
.CHRD230120P150,10.42,0,8.30,11.50
.CHRD230120P160,10.60,0,12.90,14.40
.CHRD230120P165,13.10,0,16.10,19.50
.CHRD2230120P80,7.10,0,.10,5.00
.CHRD2230120P85,9.89,0,1.00,5.00
.CHRD2230120P90,6.00,0,3.00,6.50
.CHRD2230217P100,11.90,0,8.20,12.50
.CHRD2230217P140,61.50,0,42.20,47.00
.CHRD2221118P65,.80,0,0,2.70
.CHRD2221118P70,2.43,0,0,2.70
.CHRD2221118P75,2.58,0,0,2.70
.CHRD2221118P90,6.00,0,0,2.75
.CHRD2221118P100,7.00,0,2.50,6.50
.CHRD221216P55,.05,0,0,.20
.CHRD221216P60,0,0,0,5.00
.CHRD221216P65,.75,0,0,5.00
.CHRD221216P80,.25,0,.05,.15
.CHRD221216P85,.35,0,.05,.20
.CHRD221216P90,.20,-.25,0,.20
.CHRD221216P95,5.70,0,0,5.00
.CHRD221216P100,2.40,0,0,.50
.CHRD221216P110,2.57,0,0,5.00
.CHRD221216P115,1.17,0,0,1.25
.CHRD221216P120,1.34,0,.20,1.35
.CHRD221216P125,1.25,0,.65,4.00
.CHRD221216P130,1.73,0,1.00,1.95
.CHRD221216P135,1.20,-.75,1.55,3.40
.CHRD221216P140,3.00,0,2.45,3.70
.CHRD221216P145,4.20,0,3.70,4.40
.CHRD221216P150,5.40,-1.20,5.00,6.00
.CHRD221216P155,8.80,+.05,7.00,8.80
.CHRD221216P160,6.74,0,9.80,11.70
.CHRD221216P165,13.85,+4.77,12.10,14.70
.CHRD221216P170,17.20,+5.30,15.20,20.00
.CHRD221118P130,.45,0,0,2.05
.CHRD221118P135,.40,0,0,2.05
.CHRD221118P140,2.95,0,0,3.00
.CHRD221118P145,.05,-1.15,0,5.00
.CHRD221118P150,1.36,-2.64,0,.05
.CHRD221118P155,1.10,-.32,.05,4.80
.CHRD221118P160,6.20,+3.49,3.00,7.50
.CHRD221118P165,10.15,+3.65,8.00,12.50
.CHRD221118P170,14.72,0,13.00,17.50
.CHRD221118P210,53.90,0,53.00,57.50
.CHRD1231215P80,2.10,0,0,5.00
.CHRD1230120P70,.52,0,0,5.00
.CHRD1230120P91,2.50,0,0,5.00
.CHRD1230120P115,1.50,0,0,5.00
.CHRD1230120P130,12.40,0,0,5.00
.CHRD1221216P66,.85,0,0,5.00
.CHRD1221216P75,.50,0,0,5.00
.CHRD1221216P105,4.00,0,0,5.00
.CHRD1221216P121,2.50,0,0,5.00
.CHRD1221216P135,1.50,0,0,5.00
.CHRD1221216P150,0,0,.10,5.00
.CHK250117P55,6.60,0,3.50,8.50
.CHK250117P60,8.40,0,5.50,10.50
.CHK250117P65,11.80,0,7.00,12.00
.CHK250117P70,13.10,0,9.00,13.90
.CHK250117P130,46.17,0,43.50,48.50
.CHK250117P155,65.00,0,62.50,67.50
.CHK240119P40,.70,0,.55,1.20
.CHK240119P45,1.35,0,.10,1.95
.CHK240119P50,2.05,0,0,2.90
.CHK240119P55,3.40,+.50,.60,5.50
.CHK240119P60,4.00,0,2.00,7.00
.CHK240119P65,6.00,+.60,3.00,8.00
.CHK240119P70,6.80,0,4.50,9.50
.CHK240119P75,8.50,0,6.50,11.50
.CHK240119P80,12.00,0,8.50,13.50
.CHK240119P85,13.50,0,10.50,15.50
.CHK240119P90,17.00,0,13.00,18.00
.CHK240119P95,17.60,0,15.50,20.50
.CHK240119P100,20.23,0,18.50,23.50
.CHK240119P105,26.30,0,21.50,26.50
.CHK240119P110,28.10,0,24.60,29.40
.CHK240119P125,44.50,0,35.00,40.00
.CHK240119P135,48.00,0,42.50,47.50
.CHK231215P40,1.45,0,.05,5.00
.CHK231215P45,2.00,0,.05,4.30
.CHK231215P55,2.62,0,.60,3.80
.CHK231215P60,4.28,0,3.80,4.50
.CHK231215P65,5.70,+.60,3.00,8.00
.CHK231215P70,7.10,+.50,4.50,9.50
.CHK231215P75,9.50,0,6.50,11.50
.CHK231215P80,10.50,0,8.50,13.40
.CHK231215P85,12.90,0,10.60,15.40
.CHK231215P90,19.84,0,13.00,18.00
.CHK231215P95,16.60,0,15.50,20.50
.CHK231215P100,19.40,0,18.00,23.00
.CHK231215P105,22.10,0,21.00,26.00
.CHK231215P110,25.60,0,24.00,29.00
.CHK231215P120,44.40,0,31.00,36.00
.CHK231215P125,36.50,0,34.50,39.50
.CHK230421P60,1.05,0,.20,2.55
.CHK230421P65,2.90,0,.50,2.50
.CHK230421P70,2.50,+.05,1.05,4.30
.CHK230421P75,3.50,+.10,1.75,5.10
.CHK230421P80,4.60,0,3.50,6.10
.CHK230421P85,7.80,0,4.60,7.70
.CHK230421P90,8.40,0,6.50,9.80
.CHK230421P95,9.20,0,8.60,12.00
.CHK230421P100,13.30,0,11.20,14.30
.CHK230421P105,16.50,0,14.10,17.40
.CHK230421P110,18.70,0,17.40,20.60
.CHK230421P155,59.10,0,54.30,58.60
.CHK230120P40,.30,0,0,2.10
.CHK230120P45,.20,0,0,.20
.CHK230120P55,.20,0,0,2.25
.CHK230120P60,1.10,0,0,1.00
.CHK230120P65,.46,0,0,2.45
.CHK230120P70,.85,0,0,.70
.CHK230120P75,1.01,+.03,.65,1.00
.CHK230120P80,1.50,-.05,1.20,1.70
.CHK230120P85,2.40,-.11,2.15,2.50
.CHK230120P90,3.60,+.60,3.30,3.90
.CHK230120P95,5.60,+.20,5.00,5.60
.CHK230120P100,8.10,0,7.30,8.00
.CHK230120P105,10.38,+.78,10.10,10.80
.CHK230120P110,13.20,0,13.50,14.30
.CHK230120P115,26.50,0,17.20,18.40
.CHK230120P120,22.75,0,21.30,22.60
.CHK230120P130,32.00,0,30.60,32.00
.CHK230120P155,57.90,0,54.60,57.60
.CHK221216P30,.05,0,0,.05
.CHK221216P35,.05,0,0,.05
.CHK221216P40,.31,0,0,2.15
.CHK221216P45,.15,0,0,.75
.CHK221216P50,.44,+.40,0,.40
.CHK221216P55,.10,0,0,.50
.CHK221216P60,.10,0,.05,.20
.CHK221216P65,.14,0,0,1.05
.CHK221216P70,.30,+.10,0,.35
.CHK221216P75,.30,0,.10,.40
.CHK221216P80,.55,-.05,.40,.65
.CHK221216P85,1.15,+.15,.70,1.05
.CHK221216P90,1.86,+.08,1.60,1.90
.CHK221216P95,3.50,+.08,3.00,3.50
.CHK221216P100,5.20,-.50,5.20,5.60
.CHK221216P105,8.55,+.22,8.20,8.90
.CHK221216P110,12.15,+.15,10.90,13.60
.CHK221216P115,17.00,0,14.90,18.20
.CHK221216P120,20.40,0,19.50,22.80
.CHK221216P125,28.30,0,24.30,28.00
.CHK221216P130,32.00,0,29.50,32.50
.CHK221216P140,45.00,0,39.40,42.80
.CHK221216P145,45.70,0,44.30,47.60
.CHK221216P155,57.30,0,54.30,57.90
.CHK221118P50,.01,0,0,.05
.CHK221118P55,.01,-.04,0,.05
.CHK221118P60,.10,0,0,2.15
.CHK221118P65,.22,0,0,1.90
.CHK221118P70,.38,0,0,.90
.CHK221118P75,.05,0,0,1.90
.CHK221118P80,.05,0,0,.10
.CHK221118P85,.05,0,0,.05
.CHK221118P90,.10,0,0,2.00
.CHK221118P95,.13,-.02,0,.50
.CHK221118P100,1.40,+.25,1.00,1.60
.CHK221118P105,6.17,+.11,5.60,6.60
.CHK221118P110,11.00,+1.80,10.60,11.60
.CHK221118P115,15.20,0,15.50,16.60
.CHK221118P125,24.20,0,25.50,27.10
.CHK221118P130,32.10,0,29.90,32.70
.CHK221118P135,37.30,0,34.90,37.90
.CHK221118P140,42.10,0,39.70,42.70
.CHK221118P145,49.73,0,45.40,47.40
.CHK221118P150,52.00,0,50.30,52.90
.CHK221118P155,59.90,0,55.30,57.20
.CEQP230721P25,1.60,0,1.40,2.10
.CEQP230721P30,3.53,0,3.50,4.60
.CEQP230421P17.5,.31,0,0,.40
.CEQP230421P20,.25,-.16,.15,.40
.CEQP230421P22.5,.65,0,.35,.70
.CEQP230421P25,1.00,-.02,.85,1.10
.CEQP230421P30,2.75,0,2.70,3.20
.CEQP230421P35,6.20,0,6.30,7.00
.CEQP230421P40,10.90,0,10.80,11.50
.CEQP230120P7.5,.05,0,0,.10
.CEQP230120P12.5,.05,0,0,.10
.CEQP230120P17.5,.17,0,0,.10
.CEQP230120P20,.20,0,0,.15
.CEQP230120P22.5,.20,0,.05,.20
.CEQP230120P25,.27,-.01,.25,.40
.CEQP230120P30,1.68,0,1.60,1.80
.CEQP230120P35,6.16,0,5.60,5.90
.CEQP230120P40,10.33,0,10.30,11.00
.CEQP230120P45,16.80,0,14.90,17.00
.CEQP221216P25,.11,+.01,0,.15
.CEQP221216P30,1.35,0,1.20,1.40
.CEQP221216P40,9.56,0,10.20,10.90
.CEQP221118P15,.07,0,0,.80
.CEQP221118P25,.05,0,0,.05
.CEQP221118P30,.60,-.15,.60,.80
.CEQP221118P35,5.90,0,5.40,6.80
.CEQP221118P40,11.90,0,10.40,12.00
.CEIX250117P30,5.10,0,4.10,7.10
.CEIX250117P45,10.70,0,10.00,14.00
.CEIX250117P85,38.20,0,34.00,38.50
.CEIX240119P30,2.85,0,2.10,3.30
.CEIX240119P35,3.70,0,3.60,4.80
.CEIX240119P40,4.60,0,5.40,6.10
.CEIX240119P45,8.60,0,7.30,8.20
.CEIX240119P50,9.50,-.30,9.40,10.20
.CEIX230616P30,1.10,0,.80,1.55
.CEIX230616P35,1.90,0,1.50,2.30
.CEIX230616P40,3.10,0,2.70,3.50
.CEIX230616P50,6.10,0,5.20,7.00
.CEIX230616P55,8.40,0,8.10,9.20
.CEIX230616P60,10.70,0,10.50,11.80
.CEIX230616P65,14.50,0,13.60,14.50
.CEIX230616P70,14.50,0,16.40,17.80
.CEIX230616P75,20.20,0,20.10,21.20
.CEIX230616P80,20.60,0,23.50,24.80
.CEIX230616P85,26.08,0,27.50,29.10
.CEIX230616P95,33.60,0,35.80,37.50
.CEIX230317P24,.79,0,0,.25
.CEIX230317P29,.75,0,.15,.50
.CEIX230317P34,.95,0,.55,.90
.CEIX230317P35,1.00,0,.65,1.00
.CEIX230317P40,1.60,0,1.30,1.70
.CEIX230317P45,4.96,0,2.15,2.80
.CEIX230317P49,4.80,0,3.30,4.00
.CEIX230317P50,4.30,0,3.70,4.30
.CEIX230317P54,5.50,0,5.20,5.80
.CEIX230317P55,5.90,0,5.60,6.40
.CEIX230317P59,8.05,0,7.40,8.30
.CEIX230317P60,8.10,0,7.90,8.90
.CEIX230317P64,9.70,0,10.20,11.00
.CEIX230317P65,8.40,0,10.70,11.80
.CEIX230317P69,14.80,+2.00,13.30,14.40
.CEIX230317P70,18.10,0,14.10,15.10
.CEIX230317P74,13.40,0,16.90,17.90
.CEIX230317P75,17.00,0,17.70,18.80
.CEIX230317P79,20.90,0,20.80,21.90
.CEIX230317P80,20.30,0,21.60,22.80
.CEIX230317P84,24.40,0,24.90,25.80
.CEIX230317P85,21.20,0,25.80,27.00
.CEIX230317P89,24.70,0,29.30,30.60
.CEIX230317P90,27.20,0,30.20,31.50
.CEIX230317P94,31.80,0,33.70,35.00
.CEIX230317P95,30.60,0,34.80,36.00
.CEIX230317P99,37.80,0,38.30,40.50
.CEIX230317P105,39.00,0,43.60,45.80
.CEIX230317P110,38.20,0,49.00,50.80
.CEIX230317P115,42.50,0,52.50,57.00
.CEIX230120P19,.10,0,0,.25
.CEIX230120P24,.50,0,0,.25
.CEIX230120P29,.30,0,0,.25
.CEIX230120P30,0,0,0,.25
.CEIX230120P34,.30,-.70,.10,.25
.CEIX230120P35,.35,0,.05,.30
.CEIX230120P39,.44,0,.25,.60
.CEIX230120P40,1.35,0,.30,.70
.CEIX230120P44,2.00,0,.70,1.05
.CEIX230120P45,1.07,-.18,.85,1.15
.CEIX230120P49,2.00,0,1.50,1.90
.CEIX230120P50,2.05,-.05,1.70,2.20
.CEIX230120P54,3.50,0,2.85,3.30
.CEIX230120P55,3.68,0,3.20,3.60
.CEIX230120P59,5.20,0,4.80,5.30
.CEIX230120P60,5.83,0,5.30,5.80
.CEIX230120P64,9.10,0,7.50,8.10
.CEIX230120P65,6.10,0,8.10,8.70
.CEIX230120P69,12.40,0,10.80,11.60
.CEIX230120P70,10.00,0,11.50,12.20
.CEIX230120P74,13.00,0,14.60,15.30
.CEIX230120P75,14.60,0,15.40,16.40
.CEIX230120P79,19.60,0,18.90,19.80
.CEIX230120P80,15.00,0,19.80,20.90
.CEIX230120P84,19.50,0,23.30,24.50
.CEIX230120P85,16.71,0,24.00,27.00
.CEIX230120P89,19.90,0,28.00,29.40
.CEIX230120P90,21.51,0,28.70,32.00
.CEIX230120P110,50.70,0,48.60,50.90
.CEIX221216P34,.55,0,0,.15
.CEIX221216P35,.13,0,0,.15
.CEIX221216P39,.47,0,0,.25
.CEIX221216P40,.52,0,0,.25
.CEIX221216P44,.30,0,.10,.35
.CEIX221216P45,.26,-.19,.20,.40
.CEIX221216P49,.70,-.10,.50,.80
.CEIX221216P50,.71,-.29,.65,.95
.CEIX221216P54,1.70,-.30,1.40,1.80
.CEIX221216P55,1.65,-.65,1.65,2.10
.CEIX221216P59,3.35,-.30,3.00,3.60
.CEIX221216P60,3.76,-.74,3.40,4.20
.CEIX221216P64,5.40,0,5.70,6.40
.CEIX221216P65,7.16,0,6.30,7.10
.CEIX221216P69,10.47,0,9.10,10.20
.CEIX221216P70,10.80,+4.00,9.90,11.00
.CEIX221216P74,13.00,0,13.30,14.60
.CEIX221216P75,13.70,0,13.90,16.00
.CEIX221216P79,15.50,0,18.10,19.50
.CEIX221216P84,21.85,0,22.60,24.70
.CEIX221216P85,0,0,23.80,27.00
.CEIX221216P89,25.00,0,27.40,31.00
.CEIX221216P94,22.70,0,32.40,36.00
.CEIX221118P40,.15,0,0,.15
.CEIX221118P45,.10,0,0,.15
.CEIX221118P50,.06,0,0,.15
.CEIX221118P55,.10,+.05,0,.25
.CEIX221118P60,.05,-.81,0,.15
.CEIX221118P65,4.80,-.08,4.10,5.00
.CEIX221118P70,10.10,+2.60,9.20,10.40
.CEIX221118P75,8.60,0,13.80,17.00
.CEIX221118P80,18.23,0,18.80,22.00
.CEIX221118P90,26.10,0,28.80,32.00
.CEI240119P1,.96,0,.57,.96
.CEI240119P5,4.70,0,3.00,5.00
.CEI230421P1,.90,0,.81,.94
.CEI230421P2,1.85,0,1.78,2.00
.CEI230421P3,2.96,+.21,2.60,2.96
.CEI230421P5,4.15,0,3.65,6.00
.CEI230120P1,.87,0,.80,.90
.CEI230120P2,1.70,0,1.79,2.00
.CEI230120P3,3.00,+.24,2.25,3.00
.CEI230120P4,3.59,0,3.30,4.05
.CEI230120P5,4.80,0,3.70,5.00
.CEI221230P0.5,.37,0,.10,.66
.CEI221216P1,.75,0,.57,.97
.CEI221202P0.5,.26,-.04,.27,.50
.CEI221209P0.5,.41,0,0,.50
.CEI221125P0.5,.36,0,.23,.38
.CEI221125P1.5,1.50,0,0,1.41
.CEI221118P0.5,.37,+.06,.33,.42
.CEI221118P1,.90,+.06,.79,.92
.CEI221118P2,1.56,0,1.75,1.96
.CEI221118P3,2.89,0,2.72,2.98
.CCLP230421P2.5,1.40,0,.70,1.80
.CCLP221216P2.5,1.50,0,1.05,1.40
.CCJ250117P13,1.65,0,1.60,1.82
.CCJ250117P15,2.68,0,2.20,2.47
.CCJ250117P18,3.45,+.25,3.30,3.60
.CCJ250117P20,4.05,0,4.20,4.45
.CCJ250117P23,5.75,0,5.60,6.05
.CCJ250117P25,7.15,0,6.75,7.15
.CCJ250117P28,8.68,0,8.55,8.85
.CCJ250117P30,9.92,0,9.85,10.15
.CCJ250117P37,13.90,0,14.90,15.40
.CCJ250117P45,22.50,0,21.70,22.15
.CCJ240119P5,.10,0,.02,.11
.CCJ240119P10,.53,0,.39,.48
.CCJ240119P13,1.00,0,.92,.98
.CCJ240119P15,1.33,0,1.35,1.45
.CCJ240119P18,2.33,+.04,2.27,2.37
.CCJ240119P20,3.20,0,3.00,3.15
.CCJ240119P22,4.05,0,3.90,4.05
.CCJ240119P25,5.15,0,5.45,5.65
.CCJ240119P27,6.95,0,6.65,6.80
.CCJ240119P30,8.90,0,8.60,8.80
.CCJ240119P32,11.75,0,10.05,10.25
.CCJ240119P35,13.55,0,12.35,12.60
.CCJ240119P37,12.00,0,14.05,14.25
.CCJ240119P40,17.10,+1.05,16.65,16.85
.CCJ240119P42,18.35,0,18.45,18.70
.CCJ240119P45,22.20,0,21.25,21.50
.CCJ230616P12,.32,0,.28,.35
.CCJ230616P13,.39,0,.39,.44
.CCJ230616P14,.56,+.04,.49,.57
.CCJ230616P15,.78,0,.68,.72
.CCJ230616P16,.85,0,.82,.90
.CCJ230616P17,1.15,+.17,1.05,1.12
.CCJ230616P18,1.30,0,1.29,1.37
.CCJ230616P19,1.71,0,1.57,1.67
.CCJ230616P20,2.01,+.07,1.92,1.99
.CCJ230616P21,2.39,-.01,2.22,2.33
.CCJ230616P22,2.75,0,2.67,2.78
.CCJ230616P23,3.35,0,3.10,3.25
.CCJ230616P24,3.90,0,3.65,3.75
.CCJ230616P25,4.40,0,4.15,4.30
.CCJ230616P26,4.75,0,4.75,4.90
.CCJ230616P27,5.25,0,5.35,5.55
.CCJ230616P28,5.75,0,6.05,6.20
.CCJ230616P30,7.05,0,7.45,7.65
.CCJ230317P12,.29,0,.07,.13
.CCJ230317P13,.32,0,.12,.19
.CCJ230317P14,.22,-.02,.19,.24
.CCJ230317P15,.31,+.01,.29,.33
.CCJ230317P16,.45,0,.40,.45
.CCJ230317P17,.53,0,.54,.59
.CCJ230317P18,.84,0,.70,.76
.CCJ230317P19,1.03,0,.92,.98
.CCJ230317P20,1.29,-.05,1.18,1.24
.CCJ230317P21,1.62,0,1.49,1.55
.CCJ230317P22,2.01,0,1.86,1.91
.CCJ230317P23,2.31,-.13,2.28,2.31
.CCJ230317P24,2.80,-.15,2.77,2.80
.CCJ230317P25,3.55,+.05,3.30,3.40
.CCJ230317P26,3.95,0,3.90,4.00
.CCJ230317P27,4.10,0,4.55,4.65
.CCJ230317P28,5.60,+.75,5.25,5.35
.CCJ230317P29,6.65,0,6.00,6.15
.CCJ230317P30,7.32,0,6.80,7.00
.CCJ230317P31,8.00,0,7.65,7.85
.CCJ230317P32,7.80,0,8.55,8.70
.CCJ230317P33,9.65,0,9.40,9.60
.CCJ230317P34,12.25,0,10.35,10.45
.CCJ230317P35,9.00,0,11.25,11.45
.CCJ230317P36,11.85,0,12.20,12.40
.CCJ230317P37,10.55,0,13.20,13.35
.CCJ230317P38,15.15,0,14.15,14.35
.CCJ230317P39,13.20,0,15.15,15.35
.CCJ230317P42,12.90,0,18.10,18.30
.CCJ230317P43,15.35,0,19.10,19.30
.CCJ230120P3,.05,0,0,.03
.CCJ230120P5,.01,0,0,.03
.CCJ230120P8,.01,0,0,.02
.CCJ230120P10,.02,0,0,.05
.CCJ230120P12,.05,+.02,.01,.06
.CCJ230120P13,.19,0,.02,.08
.CCJ230120P14,.09,0,.04,.11
.CCJ230120P15,.11,-.02,.10,.11
.CCJ230120P16,.14,-.05,.13,.15
.CCJ230120P17,.25,0,.20,.21
.CCJ230120P18,.35,0,.28,.30
.CCJ230120P19,.49,-.05,.41,.43
.CCJ230120P20,.65,-.04,.58,.62
.CCJ230120P21,.85,-.09,.81,.86
.CCJ230120P22,1.24,-.13,1.11,1.16
.CCJ230120P23,1.66,-.08,1.47,1.52
.CCJ230120P24,2.01,-.18,1.97,1.99
.CCJ230120P25,2.74,-.06,2.50,2.60
.CCJ230120P26,3.50,+.15,3.15,3.25
.CCJ230120P27,4.00,-.10,3.85,3.95
.CCJ230120P28,5.05,+.10,4.65,4.75
.CCJ230120P29,5.30,0,5.50,5.60
.CCJ230120P30,6.10,0,6.40,6.55
.CCJ230120P31,7.73,0,7.30,7.45
.CCJ230120P32,7.97,0,8.25,8.40
.CCJ230120P33,9.40,0,9.20,9.35
.CCJ230120P34,9.75,0,10.15,10.35
.CCJ230120P35,11.07,0,11.15,11.35
.CCJ230120P36,12.06,0,12.10,12.30
.CCJ230120P37,10.90,0,13.10,13.30
.CCJ230120P38,10.90,0,14.10,14.35
.CCJ230120P39,11.65,0,15.10,15.35
.CCJ230120P40,12.40,0,16.10,16.30
.CCJ230120P41,13.45,0,17.10,17.30
.CCJ230120P42,14.25,0,18.10,18.30
.CCJ230120P43,17.00,0,19.10,19.30
.CCJ230120P44,15.95,0,20.10,20.30
.CCJ230120P45,19.55,0,21.10,21.30
.CCJ221230P14,.07,0,0,.15
.CCJ221230P15,.11,0,.02,.18
.CCJ221230P18,.19,+.02,.16,.21
.CCJ221230P19,.36,0,.25,.30
.CCJ221230P20,.50,-.02,.37,.44
.CCJ221230P21,.59,-.02,.57,.66
.CCJ221230P22,1.07,0,.83,.93
.CCJ221230P23,1.38,-.01,1.19,1.27
.CCJ221230P24,1.89,+.06,1.64,1.74
.CCJ221230P25,2.32,-.10,2.22,2.33
.CCJ221230P28,3.95,0,4.45,4.60
.CCJ221223P18,.15,-.03,.13,.18
.CCJ221223P19,.25,0,.20,.26
.CCJ221223P20,.36,-.01,.30,.37
.CCJ221223P21,.61,-.02,.48,.54
.CCJ221223P22,.70,0,.72,.81
.CCJ221223P23,1.27,+.27,1.08,1.18
.CCJ221223P24,1.71,0,1.54,1.66
.CCJ221223P25,2.44,+.14,2.09,2.25
.CCJ221223P26,2.53,0,2.79,2.96
.CCJ221223P27,3.97,+.47,3.55,3.70
.CCJ221223P28,3.84,0,4.35,4.65
.CCJ221216P12,.03,0,0,.03
.CCJ221216P13,.03,0,.02,.03
.CCJ221216P14,.03,0,.02,.04
.CCJ221216P15,.04,+.01,.04,.05
.CCJ221216P16,.06,-.01,.05,.07
.CCJ221216P17,.11,0,.07,.08
.CCJ221216P18,.12,-.04,.10,.12
.CCJ221216P19,.19,-.02,.15,.17
.CCJ221216P20,.26,-.07,.24,.26
.CCJ221216P21,.40,-.10,.38,.42
.CCJ221216P22,.69,-.08,.60,.65
.CCJ221216P23,.96,-.17,.94,.99
.CCJ221216P24,1.45,-.17,1.41,1.46
.CCJ221216P25,2.05,-.30,1.97,2.05
.CCJ221216P26,3.03,-.05,2.71,2.77
.CCJ221216P27,3.90,+.44,3.50,3.60
.CCJ221216P28,4.85,+.18,4.35,4.50
.CCJ221216P29,5.77,+.90,5.30,5.40
.CCJ221216P30,6.83,+1.35,6.20,6.40
.CCJ221216P31,7.02,0,7.15,7.40
.CCJ221216P32,8.72,+.45,8.15,8.40
.CCJ221216P33,9.20,0,9.15,9.30
.CCJ221216P34,6.35,0,10.15,10.35
.CCJ221216P35,8.35,0,11.10,11.30
.CCJ221216P36,14.00,0,12.10,12.30
.CCJ221216P37,9.30,0,13.10,13.35
.CCJ221216P38,10.80,0,14.10,14.30
.CCJ221216P39,11.40,0,15.10,15.35
.CCJ221216P40,16.00,0,16.10,16.35
.CCJ221216P41,10.75,0,17.10,17.35
.CCJ221216P42,13.60,0,18.10,18.40
.CCJ221202P12,.02,0,0,.04
.CCJ221202P15,.04,+.01,0,.06
.CCJ221202P16,.04,0,0,.11
.CCJ221202P18,.08,0,.01,.07
.CCJ221202P19,.06,0,.02,.10
.CCJ221202P20,.08,-.04,.08,.11
.CCJ221202P21,.18,-.02,.14,.18
.CCJ221202P22,.31,-.06,.27,.31
.CCJ221202P22.5,.48,-.12,.39,.43
.CCJ221202P23,.58,-.08,.54,.58
.CCJ221202P24,1.04,-.11,.98,1.06
.CCJ221202P25,1.86,-.11,1.57,1.67
.CCJ221202P26,2.66,0,2.36,2.56
.CCJ221202P27,3.25,0,3.25,3.45
.CCJ221202P28,4.67,+.12,4.15,4.35
.CCJ221202P30,6.10,0,6.10,6.35
.CCJ221209P18,.08,0,.03,.14
.CCJ221209P19,.15,0,.08,.12
.CCJ221209P20,.13,0,.15,.17
.CCJ221209P21,.28,+.05,.24,.29
